Wall time,Step,Value
1736654427.44839,474,-0.7300000190734863
1736654738.6759493,2486,-0.7103201746940613
1736655059.3561578,4492,-0.7599999904632568
1736655420.1796975,6711,-0.7094133496284485
1736655542.7994232,7463,-0.6911312341690063
1736655838.545839,9260,-0.5328723788261414
1736656119.3174071,10966,-0.5303120613098145
1736656283.0026135,11969,-0.5324929356575012
1736656957.0312095,16116,-0.5765209794044495
1736657597.171142,20062,-0.7300000190734863
1736657675.6169362,20539,-0.7300000190734863
1736657967.406235,22330,-0.7300000190734863
1736658354.4565651,24727,-0.7300000190734863
1736658439.5854208,25253,-0.5285248160362244
1736659522.2919202,31936,-0.443340539932251
1736659725.7946749,33181,-0.6119964122772217
1736660175.5908256,35953,-0.530855119228363
1736660292.179324,36659,-0.7300000190734863
1736660472.884127,37764,-0.5039889216423035
1736660646.4941773,38840,-0.5504976511001587
1736661419.850728,43639,-0.5732061266899109
1736661476.9345284,43993,-0.7091161012649536
1736661865.7328193,46413,-0.5694541335105896
1736662919.326347,52906,-0.6485093832015991
1736663509.2647445,56521,-0.6286526918411255
1736663872.8857882,58746,-0.53517746925354
1736664816.3394816,64521,-0.648012101650238
1736665185.250048,66787,-0.42320168018341064
1736665222.3888197,67021,-0.7096492052078247
1736665290.9428906,67440,-0.6488304138183594
1736665816.3250232,70656,-0.7298364639282227
1736665942.0543797,71428,-0.7299470901489258
1736666200.3627493,73009,-0.6497946381568909
1736667401.5114458,80390,-0.6897820234298706
1736668165.5877955,85089,-0.7100045680999756
1736668440.9787319,86780,-0.4482904076576233
1736668454.1028697,86865,-0.6692348718643188
1736668540.8883293,87393,-0.7300000190734863
1736668663.8681943,88137,-0.6475297808647156
1736668862.285178,89363,-0.769814133644104
1736669601.2922409,93901,-0.7598525285720825
1736669991.0597184,96301,-0.6694899201393127
1736670342.0449007,98474,-0.6303932070732117
1736670905.0675392,101943,-0.7301337122917175
1736671292.677224,104334,-0.7300000190734863
1736671525.4124193,105774,-0.5643998384475708
1736671859.1136131,107837,-0.7300655245780945
1736671979.9067786,108586,-0.6890424489974976
1736672422.414176,111323,-0.5518774390220642
1736673104.3756473,115518,-0.4527667164802551
1736673349.9815567,117047,-0.5081818103790283
1736673535.7171664,118190,-0.6692225337028503
1736674021.7070076,121192,-0.7300000190734863
1736675458.984512,130071,-0.7299414873123169
1736675750.9669044,131876,-0.7399089336395264
1736676158.0721278,134389,-0.7300000190734863
1736676171.7955084,134474,-0.6674482226371765
1736676974.7177777,139449,0.38769808411598206
1736677059.9693184,139975,-0.7100241184234619
1736677072.8957434,140055,-0.37589845061302185
1736677184.234831,140750,-0.7300000190734863
1736677531.125275,142892,-0.7300000190734863
1736677756.2190583,144285,-0.3327066898345947
1736678145.0817065,146696,-0.6897786259651184
1736678802.8544042,150758,-0.7299809455871582
1736678885.7389114,151276,-0.7102214694023132
1736679838.8965847,157130,0.00984173733741045
1736679918.856014,157623,-0.7099850177764893
1736680347.3246849,160252,-0.47817543148994446
1736680765.7390842,162789,-0.7100454568862915
1736680848.1781712,163296,-0.49863511323928833
1736681229.2030728,165597,-0.7300000190734863
1736681496.8844242,167234,-0.467557817697525
1736682223.195029,171669,-0.7271243929862976
1736682435.490953,172972,-0.358962744474411
1736682455.8965752,173093,-0.27506518363952637
1736682533.7419617,173556,-0.7300000190734863
1736683372.8688996,178701,-0.6092004776000977
1736684125.594529,183271,-0.5378611087799072
1736684178.023694,183598,-0.5706433653831482
1736684612.5211403,186232,-0.7696133255958557
1736684752.6332679,187090,-0.34392550587654114
1736684760.35188,187140,-0.5698889493942261
1736685277.4288745,190338,-0.7103551626205444
1736686073.4235575,195297,-0.4351048171520233
1736686089.0882125,195400,-0.6899630427360535
1736686124.3277578,195619,-0.48433589935302734
1736686300.6281633,196726,-0.770729124546051
1736686703.8492343,199287,-0.4706774055957794
1736686851.4128206,200211,-0.605575680732727
1736687039.3383627,201401,-0.47295206785202026
1736687784.3585763,206110,-0.5693719387054443
1736688197.9802494,208748,-0.5795889496803284
1736688227.6242712,208934,-0.7098265886306763
1736688390.6311233,209988,-0.6261886954307556
1736688422.8091645,210191,-0.6701666116714478
1736689327.425909,215953,-0.4171551764011383
1736689338.4544098,216023,-0.4697388708591461
1736689343.1201212,216052,-0.690204381942749
1736689629.15054,217867,-0.7300000190734863
1736689885.7953277,219514,-0.5958282351493835
1736689940.0955765,219861,-0.4310372471809387
1736690004.706564,220265,0.154384583234787
1736690512.3869479,223537,-0.5236354470252991
1736690715.1354043,224845,-0.5602921843528748
1736690933.0871384,226247,-0.2386389821767807
1736690947.350402,226345,-0.5289649367332458
1736691111.4458237,227411,-0.45441848039627075
1736691398.163995,229290,-0.3752550482749939
1736691813.8200543,232060,-0.444728821516037
1736692282.0795636,235215,-0.7095396518707275
1736692701.3627694,238047,-0.7360050082206726
1736692891.55289,239338,-0.4602363407611847
1736693002.9797776,240094,-0.34427571296691895
1736693215.6537294,241531,-0.42411258816719055
1736693230.1327157,241629,-0.4354042112827301
1736693293.9480839,242064,-0.39198920130729675
1736693335.2472932,242341,-0.4270211458206177
1736693882.4811795,246050,-0.6199682950973511
1736694100.4942338,247507,-0.6666073799133301
1736694318.5565827,248960,-0.37066006660461426
1736694424.258025,249676,-0.4863201081752777
1736694598.4573946,250869,-0.5132133364677429
1736694665.8507876,251319,-0.18454018235206604
1736694776.3367212,252066,-0.8836288452148438
1736694976.538723,253439,0.08699796348810196
1736695491.8154347,256945,0.10702313482761383
1736696073.8651254,260953,-0.23735712468624115
1736696296.6531394,262512,-0.5431910157203674
1736696309.7512624,262598,0.13775606453418732
1736696740.2200737,265601,-0.48868659138679504
1736697436.3744266,270593,-0.6473397016525269
1736697474.87958,270861,-0.44733595848083496
1736697500.6348622,271052,0.4200598895549774
1736698376.2454464,277439,-0.02327108010649681
1736698570.673277,278879,0.5411067008972168
1736698594.2774622,279048,-0.3315444588661194
1736699379.2129266,284886,0.4314365088939667
1736699465.2964537,285537,-0.6078845858573914
1736700749.6002982,295408,1.0342249870300293
1736700771.9633868,295573,0.5413002371788025
1736701241.317068,299168,0.25500133633613586
1736701282.9968097,299485,0.8187898993492126
1736702457.5241323,308411,0.5712675452232361
1736702536.7012682,309009,0.08078841120004654
1736702654.5055878,309916,-0.2559473514556885
1736703220.55199,314291,0.5465193390846252
1736703333.9333174,315169,-0.8151282668113708
1736703788.3496437,318828,0.12186771631240845
1736703861.5249372,319435,-0.5018433332443237
1736703922.1454515,319941,-0.615813136100769
1736704096.1652894,321383,1.5538344383239746
1736704441.3783598,324304,0.5534278750419617
1736704485.5977006,324689,0.5526211857795715
1736705086.266702,330047,-0.691267192363739
1736705117.3683653,330331,-0.3901226222515106
1736705184.9527671,330969,0.8710728287696838
1736705257.7754989,331638,-0.0017200203146785498
1736705435.4552083,333257,0.6191866993904114
1736705565.0610797,334448,-0.6836838126182556
1736705773.5079913,336392,0.5528307557106018
1736706024.8152075,338736,0.5175541043281555
1736706042.0481696,338890,0.720360517501831
1736706493.2027707,343065,0.2918286621570587
1736706670.939139,344721,0.7917077541351318
1736706730.4802675,345279,0.4894346296787262
1736707044.3642983,348184,0.4467020034790039
1736707175.6062014,349354,0.621597170829773
1736708290.1229944,359790,0.06464038044214249
1736708772.676517,364334,0.6567453742027283
1736709191.833704,368316,0.44737306237220764
1736709454.5445561,370837,0.3370795249938965
1736709946.9688725,375549,0.5932352542877197
1736710386.9478912,379828,-0.06517890840768814
1736710709.4590554,382911,0.6784171462059021
1736710983.9670293,385507,0.3885160982608795
1736711203.6502194,387646,-0.1911764144897461
1736711406.1320612,389615,1.044828176498413
1736711568.6052837,391221,0.31759417057037354
1736711944.2919936,394913,-0.5167855024337769
1736712012.6177506,395606,0.34065955877304077
1736712137.994443,396859,0.4377417266368866
1736712204.3209445,397510,0.410896897315979
1736712247.970849,397935,0.5846855640411377
1736712274.8157313,398196,0.11368127912282944
1736712473.5613573,400198,0.22065553069114685
1736712761.89359,403110,-0.05325322598218918
1736713035.354932,405847,0.6623477935791016
1736713565.8131344,411257,0.7950707674026489
1736713647.9458501,412076,-1.0233542919158936
1736713797.0501533,413610,0.7306782603263855
1736713931.4296446,415016,0.5425584316253662
1736713991.6153374,415636,-0.9173179268836975
1736714038.824159,416105,0.6040727496147156
1736714332.7843776,419187,0.9719907641410828
1736714558.7789643,421531,0.4926263093948364
1736714651.0892618,422506,0.42702430486679077
1736714948.4117332,425618,0.5669534206390381
1736715087.2846792,427056,-0.3517749011516571
1736715384.1358619,430131,0.9204442501068115
1736715574.9797807,432072,-0.02201252244412899
1736715984.1984699,436210,0.8623531460762024
1736716193.496833,438308,0.3467193841934204
1736716245.2055314,438825,0.9020864963531494
1736716591.5415292,442250,-0.1696036010980606
1736716629.840452,442636,-0.6906771659851074
1736716672.2965581,443054,0.2939298152923584
1736717278.0148563,448997,1.1053911447525024
1736717640.638319,452548,0.3495815396308899
1736717957.364991,455675,0.10444555431604385
1736718239.120842,458449,0.3063281178474426
1736718394.9448514,459981,-0.07647109776735306
1736718434.8264527,460366,0.7802637219429016
1736718732.9641304,463333,0.4337369203567505
1736719105.1280525,467061,0.32921841740608215
1736719257.6166008,468600,0.5420317649841309
1736719611.0318696,472160,0.46429574489593506
1736719659.0132868,472648,0.00020528104505501688
1736719937.3715699,475481,0.5015719532966614
1736720051.578751,476663,0.4584215581417084
1736720075.203986,476897,0.5781989693641663
1736720098.8371136,477132,0.7266144752502441
1736720287.5738552,479039,0.75555020570755
1736720299.4097157,479162,0.13012908399105072
1736720871.8596828,484969,0.7019439935684204
1736720882.7870345,485079,0.40816622972488403
1736721025.5380235,486526,0.6828561425209045
1736721421.7655265,490515,0.36750221252441406
1736722270.65061,499118,0.34598079323768616
1736723214.9158282,508732,1.2568703889846802
1736723315.5466437,509768,0.5590287446975708
1736723515.54688,511808,0.5149794220924377
1736723777.2712667,514460,0.3393559157848358
1736723989.4139805,516624,0.1056484580039978
1736724018.1808472,516938,-0.3209272623062134
1736724225.2359943,519007,0.9818357229232788
1736725115.9647639,528015,0.8789555430412292
1736725254.8081589,529413,0.9448516368865967
1736725362.964791,530531,0.843484103679657
1736725491.5909724,531824,0.41372150182724
1736725575.3514044,532667,0.11704336106777191
1736725600.1552439,532907,0.44459956884384155
1736725652.7213361,533431,0.4353906810283661
1736726300.253044,539935,0.30275970697402954
1736726469.7370548,541647,0.3241063356399536
1736726555.7567239,542521,0.0750049278140068
1736726819.3674636,545139,0.7162362933158875
1736727035.1095512,547246,0.8842606544494629
1736727255.47839,549463,0.49535563588142395
1736727283.3873966,549728,0.6621492505073547
1736727644.7070577,553306,-1.0335414409637451
1736728011.9450939,556932,0.4439893960952759
1736728022.7155852,557033,1.3314257860183716
1736728069.1625774,557483,-0.9461291432380676
1736728259.1162655,559379,0.4481467306613922
1736728577.0069678,562518,0.10196327418088913
1736728787.3307476,564555,0.39872318506240845
1736728824.9221108,564938,0.4739973843097687
1736729355.1526587,570237,0.11638082563877106
1736729736.4982114,574046,0.26630207896232605
1736730639.4880092,583127,0.09844957292079926
1736730791.5287817,584701,0.9216511845588684
1736730840.5263731,585200,1.135598063468933
1736730880.9341667,585617,0.9094513058662415
1736730894.842439,585754,-0.7300000190734863
1736730995.6068015,586783,0.5730428695678711
1736731167.511755,588534,0.38846975564956665
1736731232.29107,589199,0.11687550693750381
1736731243.9808464,589310,0.6329771876335144
1736731286.7789237,589754,1.0761899948120117
1736731669.7828135,593601,0.7922109365463257
1736731934.742622,596316,-0.05487268790602684
1736732279.0278337,599819,0.6882399916648865
1736732435.011966,601414,0.4103841483592987
1736732699.675662,604120,-0.15405268967151642
1736732963.5722795,606798,0.7566662430763245
1736733353.7647932,610757,0.32375863194465637
1736733520.0492594,612443,1.4060821533203125
1736733760.2293248,614916,0.6618658304214478
1736734699.696991,624597,0.41042885184288025
1736735486.2588105,632692,0.35685741901397705
1736736174.931873,639642,0.9915661811828613
1736736360.4803538,641537,0.3624993562698364
1736736513.3860316,643089,0.6817930936813354
