Wall time,Step,Value
1736654427.44839,474,0.0
1736654738.6759493,2486,12.511757850646973
1736655059.3561578,4492,0.0
1736655420.1796975,6711,0.0
1736655542.7994232,7463,8.071062088012695
1736655838.545839,9260,0.0
1736656119.3174071,10966,6.013027667999268
1736656283.0026135,11969,5.791120529174805
1736656957.0312095,16116,3.4277899265289307
1736657597.171142,20062,0.0
1736657675.6169362,20539,2.905177116394043
1736657967.406235,22330,0.0
1736658354.4565651,24727,0.0
1736658439.5854208,25253,2.41032075881958
1736659522.2919202,31936,1.3567912578582764
1736659725.7946749,33181,0.0
1736660175.5908256,35953,0.9987148642539978
1736660292.179324,36659,0.9885063171386719
1736660472.884127,37764,0.0
1736660646.4941773,38840,0.0
1736661419.850728,43639,0.5725113153457642
1736661476.9345284,43993,0.5135700702667236
1736661865.7328193,46413,0.5150641202926636
1736662919.326347,52906,0.3696047365665436
1736663509.2647445,56521,0.0
1736663872.8857882,58746,0.21810166537761688
1736664816.3394816,64521,0.0
1736665185.250048,66787,0.0
1736665222.3888197,67021,0.0
1736665290.9428906,67440,0.0
1736665816.3250232,70656,0.13540874421596527
1736665942.0543797,71428,0.0
1736666200.3627493,73009,0.10148774087429047
1736667401.5114458,80390,0.0
1736668165.5877955,85089,0.05687183141708374
1736668440.9787319,86780,0.0
1736668454.1028697,86865,0.0
1736668540.8883293,87393,0.039717186242341995
1736668663.8681943,88137,0.0
1736668862.285178,89363,0.0703078955411911
1736669601.2922409,93901,0.0
1736669991.0597184,96301,0.0
1736670342.0458972,98474,0.0
1736670905.0675392,101943,0.026863396167755127
1736671292.677224,104334,0.0
1736671525.4124193,105774,0.0
1736671859.1136131,107837,0.019869860261678696
1736671979.9067786,108586,0.0
1736672422.414176,111323,0.0
1736673104.3756473,115518,0.012584960088133812
1736673349.9815567,117047,0.0
1736673535.7171664,118190,0.0
1736674021.7070076,121192,0.0
1736675458.984512,130071,0.0
1736675750.9669044,131876,0.0
1736676158.0721278,134389,0.0
1736676171.7955084,134474,0.0
1736676974.7177777,139449,0.0
1736677059.9693184,139975,0.0037253156770020723
1736677072.8957434,140055,0.0
1736677184.234831,140750,0.0
1736677531.125275,142892,0.0
1736677756.2190583,144285,0.0024381051771342754
1736678145.0817065,146696,0.0
1736678802.8544042,150758,0.0
1736678885.7389114,151276,0.0
1736679838.8965847,157130,0.0
1736679918.856014,157623,0.0011660698801279068
1736680347.3246849,160252,0.0013945364626124501
1736680765.7390842,162789,0.0
1736680848.1781712,163296,0.0
1736681229.2030728,165597,0.0
1736681496.8844242,167234,0.0
1736682223.195029,171669,0.0007526750559918582
1736682435.490953,172972,0.0005714449798688293
1736682455.8965752,173093,0.0
1736682533.7419617,173556,0.0007450199918821454
1736683372.869896,178701,0.0005420780507847667
1736684125.594529,183271,0.0003994271974079311
1736684178.023694,183598,0.0005582584417425096
1736684612.5211403,186232,0.0
1736684752.6332679,187090,0.0
1736684760.35188,187140,0.0
1736685277.4288745,190338,0.00047592970076948404
1736686073.4235575,195297,0.0
1736686089.0882125,195400,0.0
1736686124.3277578,195619,0.0002648636873345822
